File,Type,Offset,Index,Japanese,English
ID04283,Table,0x03E5,18,sp\,
ID04283,Table,0x03F2,19,￧ű糮ӧ崨྽,
ID04283,Table,0x0402,20,癁࿑㟡࣮ᴀ,
ID04283,Table,0x0429,21,sሀ屰￧]糮ӧ崨྽癁࿑㟡㮀Ĉ,
ID04303,Robust,0x0566,,\n時空の裂け目が,\nA rift in spacetime
ID04305,Robust,0x085D,,まだ\n消えていないのか？,Hasn't it disappeared yet?
ID04305,Robust,0x0881,,いい加減、\n邪魔に思えてくるぞ,"Enough already,\n It's starting to feel like a nuisance."
ID04305,Robust,0x08AE,,法水、答えろ、,"Hōsui, answer me."
ID04305,Robust,0x1248,,いるよ,"Yes, I am."
ID04305,Robust,0x1258,,ネオン,neon
ID04305,Robust,0x126B,,うん。あなたは\n残しているの,Yes. You're leaving some behind.
ID04305,Robust,0x1295,,もう１つの可能性,Another possibility
ID04305,Robust,0x12B4,,今までのようには\n側にいられないけど,"I can't be by your side like before, but"
ID04305,Robust,0x12EA,,一緒に見せて。\nあなたの作る\n未来を,Let me see it too.\n The future you create
ID04305,Robust,0x132B,,あぁ,Ah
ID04305,Robust,0x1338,,まずは、\nこの世界の謎を,"First,\n The mysteries of this world"
ID04305,Robust,0x1362,,解き明かす！！,Unraveling the mystery!!
ID04319,Robust,0x1048,,もう、やだよぉ,I can't take it anymore.
ID04319,Robust,0x1074,,ゆうは、お姉ちゃんが\n守るから,"Yuu, your big sister will protect you."
ID04319,Robust,0x10A7,,ねねちゃん、強いね,"Nene-chan, you're strong!"
ID04319,Robust,0x10C3,,ねねっちは、\nゆーっちの支え,"Nenechi is,\n Yuuchi's support"
ID04319,Robust,0x10ED,,もう、子供とはいえ\n男の子なんだから\nシャキっとしなさい！,"Even though you're a kid, you're a boy now, so pull yourself together!"
ID04319,Robust,0x1143,,そうだね,I agree
ID04319,Robust,0x1150,,そ、そうだね,"Y-Yeah, that's right."
ID04319,Robust,0x1163,,【ゆうを守るねね】\nの刻音を手に入れた！,[Nene protects Yuu]\n I obtained the sound of the marker!
ID04321,Robust,0x12E8,,他のみなさんは？,How about everyone else?
ID04321,Robust,0x1301,,佳子は\n２階の電話で、外に\n連絡,Yoshiko used the phone on the second floor to contact someone outside.
ID04324,Robust,0x15B0,,さっきの声は,That voice from earlier
ID04324,Robust,0x15CC,,佳子の声だ\n場所は、どこだ？！,That's Yoshiko's voice! Where is this?!
ID04324,Robust,0x15F9,,こっちの方なのは\n確かです,I'm sure it's this way.
ID04324,Robust,0x1620,,娯楽室の方へ\n行ってみましょう！,Let's go to the recreation room!
ID04327,Robust,0x09D4,,どうした！,what up!
ID04327,Robust,0x09E4,,分かりません。\n多分、ここから悲鳴が,I don't know.\n I think the screams started from here.
ID04327,Robust,0x0A1A,,ダメだ、\n鍵が閉まってる,"No,\n The door is locked."
ID04327,Robust,0x0A3E,,鍵は？！,Where's the key?!
ID04331,Robust,0x07D0,,そんな,Such
ID04337,Robust,0x0E5C,,月弓に、\n式を飛ばしてくれ,"On the moon bow,\n Skip the equation"
ID04337,Robust,0x0E83,,電話も無線も\nダメでな,Neither telephone nor wireless communication worked.
ID04337,Robust,0x0EA4,,至急、黒上の館まで\n来てくれとな,They need me to come to Kurokami's mansion immediately.
ID04341,Table,0x0038,0,？　ゆう？\nどこ？,? excellent?\n where?
ID04341,Table,0x0053,1,……ゆう君がいない,
ID04341,Table,0x006F,2,ふみゅ……？\nゆーっち、どこ行った？,"Fumyu...?\n Yu-chan, where did you go?"
ID04341,Table,0x00A5,3,あの恐がりが\n１人でどっかに\n行ったっての？,Did that scaredy-cat go off somewhere by herself?
ID04341,Table,0x00E6,4,やな感じだ……,
ID04341,Table,0x00FC,5,他も見てみよう,Let's look at others as well.
ID04341,Table,0x0112,6,【消えたゆう】\nの刻音を手に入れた！,[Yuu Who Disappeared]\n I obtained the sound of the marker!
ID04347,Table,0x00C8,0,…………,
ID04347,Table,0x00D5,1,静馬さん,Shizuma-san
ID04347,Table,0x00E2,2,？　なんだ,? What's that?
ID04347,Table,0x00F2,3,꿦銂鿧￿￿噷,
ID04347,Table,0x010E,4,묀贀ၖ䠁ºĐꅈ股歌㫰묀뜀浖氠癩⁥祐桴湯漠,
ID04347,Table,0x0138,5,橢ꙥV»嚷Đ뭈က䠁股ꇵ䲀꠺៮⁏≧臣삑恱퀉怒Ⰾ囙묀鄀,
ID04347,Table,0x01B7,8,聋쁩恱퀉怒Ⰾ圲⁦䡮,
ID04347,Table,0x01CD,9,ၗ䠁ÞĐꅈ股歌㫰捥⹴⁘獢捇獥捇獥捇獥⁳慩,
ID04347,Table,0x0269,13,攺瑣堮￿￿,
ID04347,Table,0x0282,14,W湡塤‬က䠁股ꇵ䲀,
ID04347,Table,0x0298,15,攺瑣堮⁭楬敶倠瑹潨⁮扯敪堝捥㍴ⱘ椠ëĐꅈ,
ID04347,Table,0x02C2,16,股歌㫰捥⹴獘琠敨椠瑮牥慦散瀠䱲敘瑣塢‬က䠁股ꇵ䲀攺瑣堮†牯欠祥,
ID04347,Table,0x0325,18,꠺៮⁏≧臣斑䝳散䝳散獳椠墮敭瑮ݚᙀ⬠拏慣佳朠瑥歭映慲‪†뀬††,
ID04347,Table,0x0369,19,晼潯壘孡ၘ䠁êĐꅈ股歌㫰孡㈧豈㠃㼂逫耄,
ID04347,Table,0x03EC,21,散䝳散䝳散獳椠奥⁦筲ၙ䠁ïĐꅈ股歌㫰孡㈧`abc捥⁴祴数晙爠奡Đက,
ID04347,Table,0x04DC,24,敭荮爪汥聳恠慤慴❛å䀇‖嬫揹獡⁏敧浴⁫牦⩡†Ⱐ₰†簠潦息⥠Ƞ,
ID04349,Robust,0x0248,,ん？　なんだ？,Huh? What is it?
ID04349,Robust,0x0264,,あっ,Ah
ID04349,Robust,0x0271,,か、母さん！！！！！,M-Mom!!!!
ID04349,Robust,0x0290,,な、なんで、なんで、\n母さん,"W-why, why,\n Mom"
ID04349,Robust,0x02BF,,母さん！！,Mom!!
ID04349,Robust,0x02D5,,酷い,terrible
ID04349,Robust,0x02E2,,ふみゅ,Fumyu
ID04349,Robust,0x02F1,,\n少々酷い,\nA bit harsh
ID04349,Robust,0x030F,,これ,this
ID04349,Robust,0x031B,,\nなんか、恨みでも？,\nDo you have some kind of grudge?
ID04349,Robust,0x0339,,今までと同じか,Is it the same as before?
ID04349,Robust,0x0355,,【麟がみつけた母,[The mother that Rin found]
ID04349,Robust,0x0370,,】\nの刻音を手に入れた！,】\n I obtained the sound of the marker!
ID04379,Robust,0x0028,,式札に変化,Changes in the ceremonial tags
ID04379,Robust,0x0041,,うん、新しい時間が\n紡げるみたい,"Yes, it looks like we can weave a new time together."
ID04379,Robust,0x0071,,肯定。新しい時間\n紡げるふう,Affirmative. A feeling that we can weave new time.
ID04379,Robust,0x009B,,そうみたい。\n,It seems so.\n
ID04381,Robust,0x0218,,始めよう、この世界、\n最後の時紡ぎを,"Let's begin, this world\n The final moments"
ID04381,Robust,0x025B,,はい、未来の,"Yes, future"
ID04381,Robust,0x0273,,\n全ての人のために,\nFor all people
ID04388,Robust,0x0430,,貴様か、最後まで\n面倒をかけてくれる,"So it was you, who's going to cause trouble until the very end."
ID04388,Robust,0x0466,,まぁ、いい。\n時は満ちた,"Well, that's fine.\n The time is ripe."
ID04388,Robust,0x048A,,この世界を\n終わらせるとしよう,Let's end this world.
ID04388,Robust,0x04B7,,大丈夫か？　乱歩,"Are you alright, Ranpo?"
ID04388,Robust,0x04D0,,えぇ、おかげさまで,"Yes, thanks to you"
ID04388,Robust,0x04EC,,君は,you
ID04390,Robust,0x0558,,あの男に任せて\n大丈夫でしょうか？,Is it really okay to leave it to that man?
ID04390,Robust,0x058B,,大丈夫だよ、\n彼は「私」だからね,"it's okay,\n He is ""me,"" you know."
ID04390,Robust,0x05BB,,は？,teeth?
ID04390,Robust,0x05C2,,それに、彼は\n姉さんとも一,"In addition, he also has a sister"
ID04390,Robust,0x1168,,イベント制作中,Event production in progress
ID04390,Robust,0x117E,,ラスボス戦前イベント\nをスキップします,I will skip the event before the final boss battle.
ID04390,Robust,0x11B7,,エンディングと\nスタッフロールも\n,The ending and staff roll too\n
ID04390,Robust,0x11EA,,では制作中です,We are currently working on it.
ID04390,Robust,0x2172,,君はここまで\n何をしに来たんだ？,What did you come here for?
ID04390,Robust,0x2A30,,ずいぶんと\n無茶をするね,That's quite reckless.
ID04390,Robust,0x2A54,,時間もありません\nでしたゆえ、緊急措置\nということで,"Since we didn't have much time, we took emergency measures."
ID04390,Robust,0x2AAE,,調律者は\nこの先にいます。\nお気を付けて,The piano tuner is ahead.\n Take care.
ID04390,Robust,0x2AE9,,あぁ、行ってきます,"Ah, I'm off."
ID04390,Robust,0x2B05,,ここまでのお話を\n記録しますか？,Shall I record what we've discussed so far?
ID04390,Robust,0x3418,,時は何ものにも\n代え難い,Time is priceless.
ID04390,Robust,0x3442,,終わりにしよう,Let's end this.
ID04390,Robust,0x3458,,消えろ,Get lost
ID04406,Robust,0x098C,,いないのか,Are they not there?
ID04406,Robust,0x099C,,おい？,Hey?
ID04406,Robust,0x09AA,,まさか？,No way?
ID04406,Robust,0x09B7,,何という,What
ID04411,Robust,0x0C60,,何か、私に\nお聞,Is there anything you'd like to ask me?
ID04425,Table,0x0088,0,一体,Together
ID04425,Table,0x008F,1,何故……,
ID04425,Table,0x009C,2,ゆう君……,
ID04425,Table,0x00AC,3,酷いよ、\nこんな所に無造作に…,That's awful.\n It's just sitting there so carelessly...
ID04425,Table,0x00D9,4,ゆーっち……,
ID04425,Table,0x0122,6,,
ID04425,Table,0x012F,7,ఀ籉ă堀ᦺ଀,
ID04425,Table,0x017C,8,,
ID04425,Table,0x01AF,9,,
ID04425,Table,0x028A,13,,
ID04425,Table,0x02C0,14,",",
ID04425,Table,0x02D9,15,af,
ID04441,Robust,0x04C4,,どうしましょう？,What should we do?
ID04441,Robust,0x04DD,,こんな所に\n隠れたけど、,"I hid in a place like this,"
ID04441,Robust,0x0501,,もう気付かれてると\n思う,I think they've already noticed.
ID04469,Robust,0x05D4,,どうなさいました,may i help you
ID04469,Robust,0x05ED,,うん、譲葉君が\n忘れ物をしてるの,"Yes, Yuzuriha has forgotten something."
ID04469,Robust,0x061D,,麟様なら、娯楽室へ\n向かったようです,It seems that Rin-sama has headed to the recreation room.
ID04469,Robust,0x0653,,後ほど,later
ID04497,Robust,0x1398,,誰もいない,Nobody
ID04497,Robust,0x13AF,,えっ！？,Huh!?
ID04497,Robust,0x13BC,,くっくっくっ,Hehehe
ID04497,Robust,0x13D5,,犯行現場！？,Crime scene! ?
ID04497,Robust,0x13E8,,だよね、だよね？,"Right, right?"
ID04497,Robust,0x1401,,私も事件の目撃者,I was also a witness to the incident.
ID04497,Robust,0x141A,,こん,dark blue
